Formula,Dosef,Hform,Natoms,Mass,Energy,Smax,Fmax,Volume,Gap_wo_soc,Bandgap
Ag2Au2Cl8,0,-0.389,12,893.27,-30.882,0,0.007,1942.525,0.861,0.909
Cr2Nb2Se10,4.728,-0.613,14,1079.515,-82.886,0,0.01,1378.384,0,0
Hf2I2N2,0,-1.404,6,638.803,-43.099,0,0.003,441.048,1.036,0.545
Ir2Nb2Te8,0,-0.424,12,1591.047,-69.926,0,0.007,1618.699,0.027,0.047
Li4O8Sb4,0,-1.681,16,642.792,-93.08,0,0.007,1010.301,3.277,3.248
Mo2O10P2,0,-2.064,14,413.838,-113.273,0,0.003,1337.557,1.043,1.04
Nb6Si2Te12,16.757,-0.501,20,2144.808,-121.238,0,0.009,2507.167,0,0
Nb2PdSe6,2.055,-0.732,9,766.059,-51.959,0,0.009,1087.004,0,0
Ni2Ta2Te10,3.144,-0.301,14,1755.283,-70.387,0,0.009,1950.859,0,0
Pd2N4O12,0,-0.387,18,460.856,-109.502,0,0.01,1620.598,1.444,1.431
Pt4Tl2Se6,0,-0.445,12,1662.922,-56.644,0,0.009,1658.492,1.28,1.132
Sc2Cl2H2,1.684,-1.41,6,162.828,-27.996,0,0.005,379.356,0,0
Ti2PTe2,2.197,-0.925,5,381.908,-29.779,0,0.005,415.926,0,0
TiBr2,0,-1.145,3,207.675,-13.294,0,0,191.968,0.794,0.758
AgGaP2Se6,0,-0.218,10,713.365,-39.552,0,0.009,1204.806,0.937,0.91
Bi2Cd2Cl2O4,0,-1.168,10,777.685,-46.954,0,0.008,1178.615,3.159,2.845
Cr2Cu2P4S12,0,-0.374,20,739.699,-104.039,0,0.009,2069.322,1.081,1.078
Fe4GeTe2,3.412,-0.084,7,551.21,-47.678,0.001,0.008,255.986,0,0
Zr2Br4,0,-1.34,6,502.064,-29.181,0,0.007,427.236,0.595,0.591
Ni2Se2,1.278,-0.245,4,275.329,-22.442,0,0,228.851,0,0
Pb2Te2,0,-0.346,4,669.6,-15.311,0,0,368.318,1.244,0.445
Rh2Se2,2.323,-0.279,4,363.753,-22.375,0,0,260.824,0,0
BaBr2,0,-2.21,3,297.135,-11.627,0,0,386.416,4.987,4.902
CaBr2,0,-2.094,3,199.886,-11.464,0,0,289.99,5.021,4.863
CdCl2,0,-1.117,3,183.314,-7.849,0,0,235.415,3.894,3.868
Bi2Hf,0.978,-0.074,3,596.451,-17.077,0,0,178.529,0,0
Mn2Se4,0.499,-0.417,6,425.76,-35.864,0,0,333.552,0,0
MoTe2,0,-0.301,3,351.15,-18.513,0,0,202.815,1.077,0.932
NbSe2,2.81,-0.877,3,250.848,-19.924,0,0,191.574,0,0
NiI2,3.443,-0.031,3,312.502,-10.296,0,0,323.678,0,0
NiTe2,2.041,-0.174,3,313.893,-14.177,0,0,219.472,0,0
ZnBr2,0,-0.924,3,225.188,-7.124,0,0,283.751,3.372,3.272
Zr2I4,0,-0.909,6,690.066,-26.171,0,0,495.448,0.433,0.423
Nb2NS2,1.827,-1.119,5,263.94,-42.755,0,0,184.957,0,0
V2NSe2,2.393,-0.836,5,273.832,-36.547,0,0,165.643,0,0
Co2Br6,0,-0.406,8,597.29,-29.211,0,0,590.731,0.994,0.962
In2I6,0,-0.513,8,991.063,-18.502,0,0,891.63,1.882,1.597
Re2Br6,0,-0.095,8,851.838,-33.583,0,0,640.216,0,0.135
Ta2S6,2.089,-0.8,8,554.256,-50.501,0,0,349.834,0,0
W2I6,0,0.069,8,1129.107,-31.288,0,0,822.192,0.781,0.705
Cr3WTe8,0,-0.098,12,1360.628,-66.521,0,0,784.901,0.533,0.443
Al2Cl2S2,0,-1.261,6,188.983,-26.768,0,0,355.551,2.335,2.334
Ni2Br2S2,3.501,-0.344,6,341.315,-27.886,0,0,341.765,0,0
Sc2Br2S2,0,-1.892,6,313.84,-31.995,0,0,410.941,2.165,2.13
Ti2Br2Se2,3.3,-1.206,6,413.484,-30.75,0,0,390.1,0,0
Cr2Cl2O2,0,-1.607,6,206.89,-42.279,0,0,267.302,0.647,0.647
In2Cl2S2,0,-0.81,6,364.656,-22.115,0,0,428.583,1.799,1.797
ClSbTe,0,-0.466,3,284.81,-10.795,0,0,297.117,1.532,1.255
Hf2I2S2,1.949,-1.281,6,674.909,-33.811,0,0,410.526,0,0
Ni2I2O2,3.937,-0.363,6,403.194,-29.877,0,0,274.342,0,0
Sc2I2Se2,0,-1.543,6,501.663,-28.501,0,0,457.158,1.564,1.393
NbSeTe,2.708,-0.657,3,299.477,-18.985,0,0,202.957,0,0
WSeTe,0,-0.324,3,390.411,-19.143,0,0,186.072,1.357,1.037
Cu2I2Te4,0,-0.124,8,891.301,-24.121,0,0,827.288,0.94,0.836
Cr2W2S8,0,-0.759,12,728.152,-83.52,0,0,613.262,1.039,0.941
HfNiI6,0,-0.616,8,998.61,-28.555,0,0,794.39,1.02,0.862
Hf4S2Se6,0,-1.414,12,1251.906,-76.042,0,0.008,882.195,0.718,0.536
PdZr3Br6N2,0,-1.297,12,887.53,-67.8,0,0.009,817.246,1.652,1.622
Mn2VBr4O4,0,-1.294,11,544.43,-69.026,0,0.009,635.734,0.668,0.652
Ga2ClI,0,-0.511,4,301.8,-11.113,0,0.003,386.083,1.908,1.84
Ni4Se3Te,11.68,-0.18,8,599.287,-44.082,0,0.009,545.663,0,0
Ir3PdBr4S4,3.662,-0.374,12,1130.927,-58.785,0,0.008,708.058,0,0
GaMn3S8,6.499,-0.482,12,491.017,-70.462,0,0.01,697.452,0,0
SrBrI,0,-1.947,3,294.428,-10.578,0,0.009,354.185,4.458,4.109
AgCuI2,0,-0.198,4,425.223,-10.264,0,0.009,360.296,1.985,1.911
Pd2BrI,2.878,-0.198,4,419.648,-11.496,0,0.006,263.561,0,0
Ag2Cl2P4Se3,0,-0.171,11,647.444,-43.04,0,0.008,1875.769,1.762,1.732
PdF2I,1.438,-0.933,4,271.321,-12.205,0.001,0.01,263.111,0,0
Ni2SSe,4.585,-0.249,4,228.418,-23.05,0,0.005,257.58,0,0
Ca2BrClS2,0,-1.768,6,259.63,-26.156,0,0.009,363.378,2.612,2.607
PbSrO8S2,0,-1.827,12,486.932,-76.502,0,0.01,510.149,4.696,3.675
Zr2ClIS2,2.147,-1.564,6,408.922,-35.607,0,0.009,393.075,0,0
Cu3Br5SSe,0,-0.236,10,701.189,-28.876,0,0.009,893.757,0.3,0.261
GaRhCl2O2,0,-1.106,6,275.526,-30.506,0,0.01,264.568,0.593,0.613
AgMoBr4,0,-0.482,6,523.434,-23.272,0,0.009,527.942,0.446,0.443
InNbBr6,0,-0.911,8,687.148,-29.883,0,0.01,828.425,0.874,0.792
Bi2Cl2SSe,0,-0.645,6,599.892,-24.35,0,0.01,510.147,1.543,0.826
Sc2I2SSe,0,-1.604,6,454.752,-29.463,0,0.008,441.549,1.613,1.449
Ir2Ni2BrClS6,0,-0.352,12,809.535,-65.113,0,0.008,763.429,0.307,0.251
CoGa2S4,1.446,-0.569,7,326.619,-34.33,0,0.009,438.968,0,0
GaIr2RhBr4S4,0,-0.532,12,1004.918,-57.637,0,0.009,707.478,0.343,0.337
NiPdS4,0,-0.219,6,293.353,-28.695,0,0.009,361.65,0.745,0.711
Ti8Cl6N4SSe,7.728,-1.605,20,762.695,-137.296,0.001,0.007,743.587,0,0
Al2Y2Br2,2.049,-1.109,6,391.583,-26.681,0,0.009,584.565,0,0
Cu2I2,0,-0.166,4,380.901,-10.974,0,0,284.907,2.043,1.787
Ag2Br2P4Se3,0,-0.135,11,736.352,-42.245,0,0.009,1839.606,1.482,1.449
Cu2Br4,7.854,-0.284,6,446.708,-15.394,0,0.006,489.447,0,0
Cu2Br2Sb4Se3,0,-0.189,11,1010.853,-40.671,0,0.01,1722.045,0.937,0.911
Cu2As4I2S3,0,-0.141,11,776.767,-42.75,0,0.008,1545.334,1.183,1.086
Ba3Mn2Br2O5,1.887,-2.198,12,761.66,-80.09,0,0.006,666.944,0,0
Li2Rb2S2,0,-1.168,6,248.936,-20.76,0,0.005,377.708,1.298,1.265
In4Se6,0,-0.531,10,933.098,-37.263,0,0.008,1036.076,1.159,1.136
Ga2Te2,0,-0.368,4,394.646,-13.688,0,0,310.122,1.385,1.269
Al2Ni2Se5,4.35,-0.518,9,566.205,-44.044,0,0.003,512.876,0,0
Al3Se4,1.525,-0.721,7,396.829,-30.192,0,0.003,492.215,0,0
Ga2Mg2S5,0,-1.034,9,348.356,-38.739,0,0.002,519.027,1.26,1.229
Ga2Ni2S5,7.221,-0.486,9,417.133,-45.064,0,0.005,490.347,0,0
In2Mg2S5,0,-0.969,9,438.546,-37.876,0,0.002,559.135,1.33,1.298
Au2Br2,0,-0.159,4,553.741,-10.067,0,0.004,629.342,2.05,1.985
Bi4O6,0,-1.178,10,931.916,-61.22,0,0.01,1407.089,3.315,2.876
O6Sb4,0,-1.308,10,583.034,-61.453,0,0.008,1738.851,3.44,3.414
Zr3Te2,2.401,-0.738,5,528.872,-32.306,0,0.003,509.868,0,0
Nb4C3H2,2.908,-0.447,9,409.674,-79.637,0,0.006,215.543,0,0
Hf4N3S2,2.967,-1.619,9,820.101,-77.812,0.001,0.002,237.211,0,0
Co3Te4,3.868,-0.143,7,687.2,-38.503,0,0.002,491.908,0,0
FeGa2Te4,0,-0.201,7,705.691,-29.078,0,0.006,559.627,0.314,0.186
Hg2Br2,0,-0.437,4,560.992,-6.688,0,0.007,286.327,1.562,1.522
Ga2S2,0,-0.616,4,203.566,-16.427,0,0.008,598.609,2.023,2.021
Sn2AsSe6,3.075,-0.212,9,786.168,-35.581,0,0.004,1246.598,0,0
Co2O4,1.703,-0.838,6,181.862,-41.98,0,0.009,358.662,0,0
MgI2,0,-1.042,3,278.114,-7.701,0,0.001,615.547,3.573,3.456
Ni2AsSe2,2.633,-0.295,5,350.25,-27.597,0,0.005,402.204,0,0
Ta2BTe2,3.239,-0.523,5,627.906,-35.362,0,0.003,205.093,0,0
Ag2Tl2Se2,0,-0.246,6,782.438,-19.117,0,0.007,392.657,0.812,0.64
Nb4Ni8S8,17.291,-0.624,20,1097.653,-144.384,0,0.01,1598.28,0,0
O4Sb8Se8,0,-0.602,20,1669.844,-95.649,0,0.008,3002.77,1.554,1.431
Ni2SbSe2,2.209,-0.283,5,397.089,-27.28,0,0.003,433.415,0,0
Ta2I4S4,0,-0.633,10,997.754,-48.185,0,0.01,1462.066,1.482,1.429
Ba2CuI2S2,1.294,-1.451,7,656.129,-28.602,0,0.01,465.655,0,0
Ni2Cl4O6Sb4,0,-1.079,16,842.221,-87.267,0,0.009,1549.818,1.234,1.23
Li2MgH4O8S2,0,-1.567,17,234.329,-94.481,0,0.008,971.898,4.73,4.729
Fe3GeSe2,3.427,-0.179,6,398.107,-39.682,0.001,0.003,279.543,0,0
In2Pd4Se6,0,-0.34,12,1129.142,-45.777,0,0.009,1648.33,0.893,0.834
Nb2Ni4Se6,4.353,-0.59,12,894.412,-77.618,0,0.009,1274.791,0,0
Zr3N2O2,0,-2.427,7,333.684,-66.151,0,0,202.561,0.399,0.401
CdGa2S4,0,-0.621,7,380.1,-27.394,0,0.006,496.6,0.513,0.496
Cr2NiSe4,3.923,-0.423,7,478.57,-42.957,0,0.009,433.464,0,0
In2NiTe4,2.398,-0.234,7,798.729,-27.23,0,0.003,597.487,0,0
In2PdSe4,1.98,-0.457,7,651.94,-26.479,0,0.004,561.088,0,0
Al2VTe4,0,-0.374,7,615.305,-31.438,0,0.009,606.846,0.192,0.178
In2ZnTe4,0.175,-0.291,7,805.416,-21.57,0,0.007,657.787,0,0.009
Rh2F6,0,-1.632,8,319.801,-36.87,0.003,0.001,428.549,1.514,1.488
Fe2Nb4S10,3.662,-0.924,16,803.915,-114.946,0,0.009,1722.384,0,0
K2Mg2As2,0,-0.64,6,276.65,-18.842,0,0.009,418.241,0.705,0.616
Nb4Ni2Se10,3.499,-0.768,16,1278.722,-102.914,0,0.008,1887.851,0,0
Pd5TlBr2,3.325,-0.215,8,896.288,-26.488,0,0.008,379.151,0,0
Ge2SbSe6,1.321,-0.154,9,740.846,-35.722,0,0.002,1193.848,0,0
HfK2H6S6,0,-0.713,15,455.095,-65.055,0,0.009,1885.694,3.121,3.014
Na2PbH6S6,0,-0.359,15,451.588,-56.171,0,0.005,1644.817,1.499,1.498
Ca2H8S6,0,-0.646,16,280.58,-65.429,0,0.01,1216.3,3.604,3.591
Ta6Ge2S12,4.549,-0.908,20,1615.667,-135.023,0,0.007,2200.958,0,0
Nb6Sn2Te12,13.32,-0.458,20,2326.058,-117.683,0,0.009,2690.258,0,0
Ta3F7S,0,-2.6,11,707.892,-73.232,0.001,0.007,1110.671,0.983,0.96
VW3O8,1.394,-2.07,12,730.454,-108.808,0,0.007,501.646,0,0
Ba2Br2F2,0,-3.156,6,472.459,-28.936,0.001,0.004,663.222,5.083,4.895
BiFSe,0,-1.305,3,306.95,-13.658,0.001,0.01,269.988,2.047,1.258
Ga2Br2Te2,0,-0.609,6,554.454,-19.041,0,0.008,884.538,2.147,1.936
Ir2Br2S2,0,-0.348,6,608.362,-31.966,0,0.004,749.765,1.064,1.056
Ba2Cl2I2,0,-2.14,6,599.363,-23.022,0,0.007,774.022,4.398,4.108
In4Cl4S4,0,-0.83,12,729.312,-44.461,0,0.008,1812.121,2.59,2.588
Pt2Cl2Te2,1.866,-0.493,6,716.268,-25.646,0,0.004,457.286,0,0
Sc2Cl2Te2,0,-1.621,6,416.012,-29.023,0,0.001,486.438,0.486,0.399
Zr2Cl2Te2,2.776,-1.28,6,508.548,-32.464,0,0.001,458.084,0,0
Cr2I2Te2,1.29,-0.349,6,613.001,-30.276,0,0.005,454.58,0,0
Hf2F2N2,0,-2.579,6,422.991,-50.367,0.002,0.001,295.161,2.356,2.308
Rh2F2S2,0,-1.1,6,307.928,-32.226,0.001,0.005,651.139,0.905,0.904
Ti2F2Se2,2.572,-2.109,6,291.673,-36.174,0.001,0.008,359.979,0,0
Ga2Ge2Se2,0,-0.393,6,442.648,-24.164,0,0.009,512.281,0.487,0.39
Hf2Ge2Se2,1.168,-0.901,6,660.182,-36.418,0,0.001,481.004,0,0
Ge4Sb4Se4,0,-0.138,12,1093.444,-51.278,0,0.009,1951.658,1.57,1.488
Li2H2Se2,0,-0.635,6,173.838,-21.202,0,0.005,428.961,3.529,3.4
Hf2S2Si2,1.385,-1.099,6,477.27,-40.562,0,0.001,438.988,0,0
Mn2I2O2,1.93,-1.01,6,395.683,-38.7,0,0.009,297.061,0,0
Ti4I4Te4,0,-0.68,12,1209.486,-53.657,0,0.005,923.608,0.139,0.134
K2Ni2P2,6.978,-0.404,6,257.531,-30.087,0,0.003,295.342,0,0
Ni4P4Se4,0,-0.304,12,674.553,-68.025,0,0.006,1079.414,0.631,0.628
Cr2Br2Cl2,0,-0.805,6,334.7,-30.389,0,0.008,472.885,1.066,1.064
Ag2F2S4,0,-0.552,8,381.973,-29.581,0.001,0.008,665.195,1.375,1.354
Li4As4O8,0,-1.654,16,455.438,-93.678,0,0.009,968.146,4.023,4.006
Y4F2N3,0.973,-2.457,9,435.641,-69.107,0,0,267.091,0,0
Cu2Br2O4,0,-0.214,8,350.896,-32.732,0,0.006,551.014,0.456,0.434
Ni2Cl2Te4,2.883,-0.308,8,698.687,-33.346,0,0.006,426.768,0,0
Hf4N3O2,2.411,-2.21,9,787.979,-85.216,0,0,223.704,0,0
K4O8Se4,0,-1.263,16,600.269,-80.007,0,0.01,1679.501,1.935,1.929
Ga2Br2Se2,0,-0.718,6,457.196,-20.251,0,0.01,482.1,1.396,1.21
K2Cl2H8O4,0,-1.265,16,221.157,-73.337,0,0.009,1108.871,5.104,5.09
Zn2H4O8S2,0,-1.219,16,326.904,-84.327,0,0.009,917.859,4.522,4.521
AgBiAs2Te6,0.012,0.022,10,1232.292,-35.851,0,0.007,1531.929,0.212,0.014
Zr2Br2N2,0,-1.62,6,370.27,-44.403,0,0.003,347.223,1.604,1.458
AuP2SbSe6,0,-0.117,10,854.5,-40.337,0,0.003,1306.556,0.921,0.866
BiFO6S2,0,-1.384,10,388.093,-59.002,0,0.009,771.09,3.66,2.496
CrCuAs2Te6,1.617,-0.03,10,1030.985,-41.937,0,0.006,1441.339,0,0
GaLiP2Se6,0,-0.393,10,612.437,-40.352,0,0.01,1305.313,1.466,1.416
Cu2Cl2F2,0,-1.014,6,235.989,-20.18,0.002,0.009,367.745,0.334,0.333
InLiAs2S6,0,-0.344,10,463.961,-41.885,0,0.007,1347.375,2.026,2.02
Au4Li2V2O12,0,-1.118,20,1095.617,-117.201,0,0.007,2385.858,0.47,0.525
Al2Ge2S6,0,-0.65,10,391.583,-47.474,0,0.007,1077.636,2.014,2.014
Pd2S6Te2,0,-0.137,10,660.4,-39.891,0,0.004,991.133,1.089,1.006
Cr2As2Te6,2.999,-0.101,10,1019.435,-48.381,0,0.002,763.469,0,0
Mn2Cl2I2,0,-0.703,6,434.585,-30.178,0,0.009,561.55,1.442,1.393
Bi4B4S12,0,-0.315,20,1263.882,-100.753,0,0.009,2255.57,2.134,1.486
Pt2S6Te2,0,-0.153,10,837.728,-45.114,0,0.008,1011.698,0.977,0.724
Co2Sb2Te6,0,-0.093,10,1126.986,-45.433,0,0.001,774.954,0.103,0.133
Bi2O8P2,0,-1.849,12,607.9,-83.26,0,0.007,1163.061,3.921,3.332
Ga2In2O6,0,-1.66,10,465.076,-58.675,0,0.003,646.983,2.185,2.183
Ga2Tl2O6,0,-1.188,10,644.2,-53.428,0,0.003,680.81,1.072,1.047
Cs2Cl8I2,0,-0.86,12,803.22,-29.221,0,0.008,2405.731,2.586,2.481
Li6H2S8Se2,0,-0.637,18,458.078,-69.041,0,0.007,1921.025,2.13,2.124
W2Zn2O8,0,-1.98,12,626.432,-90.088,0,0.009,800.025,3.508,3.37
Sc2Cl2Se2,0,-1.865,6,318.754,-31.044,0,0.004,449.384,2.18,2.079
Li2B2H8O8,0,-1.594,20,171.556,-116.658,0,0.004,1032.529,4.88,4.88
Cu2K2S2,0,-0.712,6,269.409,-22.219,0,0.006,442.305,1.628,1.623
Nb2Pt2Te10,2.878,-0.412,14,1851.981,-71.183,0,0.01,2015.418,0,0
AuSnF6,0,-1.94,8,429.667,-32.23,0.001,0.009,926.735,0.595,0.564
HfPdF6,0,-2.811,8,398.9,-43.338,0.002,0.01,502.119,1.444,1.38
Au2Te2,0,-0.105,4,649.133,-13.09,0,0,471.721,0.96,0.618
Li2Ta2F12,0,-3.347,16,603.757,-95.999,0.003,0.008,935.494,6.284,6.136
PdZrBr6,0,-0.988,8,677.068,-28.635,0,0.007,709.455,0.635,0.628
Ag4Br4H4S4,0,-0.173,16,883.361,-50.069,0,0.009,1810.582,0.276,0.279
Ag2Hg2I2Te2,0,-0.219,8,1125.929,-18.572,0,0.007,1481.54,1.265,1.127
Au2Hg2I2Te2,0,-0.168,8,1304.126,-18.742,0,0.009,1442.652,0.546,0.469
Cd2Cu2I2S2,0,-0.413,8,669.849,-23.622,0,0.005,1133.834,1.204,1.182
Cu2Hg2Cl2Te2,0,-0.332,8,854.376,-21.76,0,0.01,1251.319,0.911,0.897
Ba4Cl4Sb4Te8,0,-1.146,20,2198.948,-80.645,0,0.009,2000.92,1.113,0.823
Nb2Ni4S2Se2,6.502,-0.601,10,642.648,-70.77,0,0.007,789.305,0,0
Rh2F2S2,0,-1.005,6,307.928,-31.655,0.001,0.009,330.795,0.164,0.107
Sn2Cl2P2S6,0,-0.406,12,562.628,-51.752,0,0.008,1530.611,2.4,2.393
Sn2F2P2S6,0,-0.8,12,529.724,-56.08,0,0.007,1463.702,2.44,2.338
Pb2H2O6P2,0,-1.547,12,574.358,-74.208,0,0.008,1020.887,4.582,3.917
K2C2F6O6S2,0,-1.725,18,376.323,-100.356,0.001,0.009,1061.134,5.904,5.904
Pb2C2H6O6P2,0,-1.15,18,602.412,-108.076,0,0.009,1121.571,4.285,3.807
In2H2O8Se2,0,-1.176,14,517.586,-76.592,0,0.01,1089.849,4.03,4.027
Mg2W2O12Te2,0,-2.003,18,863.478,-130.159,0,0.009,1013.284,3.569,3.464
Cs2Os2Cl10N2S2,0,-0.744,18,1092.905,-80.144,0,0.007,1899.991,0.473,0.421
Tl2Cl2,0,-1.003,4,479.66,-12.579,0,0.008,378.154,3.346,3.029
Co2S3,0,-0.381,5,214.046,-30.596,0,0.007,314.882,0.254,0.244
Ni2Se3,4.42,-0.223,5,354.3,-26.057,0,0.009,228.123,0,0
Ti4S6,2.944,-1.362,10,383.828,-64.846,0.001,0.006,435.747,0,0
Cu3Br4,3.824,-0.348,7,510.254,-19.801,0,0.007,502.044,0,0
CoBr2,0,-0.338,3,218.741,-12.412,0,0,214.954,0.351,0.348
Tl3F5,0,-1.927,8,708.132,-30.839,0.002,0.006,483.596,2.891,2.88
Ag4Br4,0,-0.342,8,751.089,-20.434,0,0.008,700.148,2.415,2.33
Cs3Br3,0,-1.782,6,638.428,-17.944,0,0.006,598.962,4.228,4.044
Li2Br2,0,-1.545,4,173.688,-13.129,0,0.007,354.363,5.4,5.339
Tl4F4,0,-1.824,8,893.514,-30.928,0.002,0.009,534.745,3.777,3.571
In3I3,0,-0.399,6,725.167,-15.117,0,0.009,693.984,1.581,1.434
Tl3I3,0,-0.653,6,993.853,-15.847,0,0.006,550.463,2.341,1.737
Pb4O4,0,-1.099,8,892.796,-44.321,0,0.009,512.541,2.543,2.269
K4O2,0,-0.988,6,188.391,-21.057,0,0.01,512.608,0.526,0.525
Cu4S2,1.992,-0.129,6,318.304,-23.634,0.001,0.004,294.834,0,0
Tl4Se2,0,-0.335,6,975.462,-18.968,0,0.005,595.817,1.127,0.883
Hf2Br4Te4,0,-0.909,10,1186.996,-43.262,0,0.01,901.379,1.137,1.043
Y2Br4S4,0,-1.367,10,625.668,-45.704,0,0.009,933.02,1.609,1.606
Zr2I4Te4,0,-0.752,10,1200.466,-41.061,0,0.01,996.927,1.025,0.821
Ag2Ca2Br6,0,-1.394,10,775.316,-33.151,0,0.005,881.305,3.182,3.109
Ag2Mg2I6,0,-0.737,10,1025.773,-25.155,0,0.008,912.749,2.919,2.621
Ag2V2I6,0,-0.381,10,1079.046,-35.41,0,0.005,874.984,1.299,1.286
Cd2Cu2I6,0,-0.418,10,1113.347,-22.254,0,0.009,896.853,1.675,1.507
Li2Mn2Br6,0,-1.056,10,603.18,-43.284,0,0.006,759.664,2.045,2.03
Ag2F4,2.37,-1.222,6,291.73,-19.359,0.001,0.008,709.399,0,0.004
Cr2F4,0,-2.329,6,179.986,-39.14,0.001,0.004,641.617,1.398,1.396
In2Se2,0,-0.5,4,387.578,-14.491,0,0.006,761.622,1.664,1.63
P8Si4,0,-0.129,12,360.13,-66.056,0,0.008,1278.972,1.54,1.539
BaF12Sb2,0,-2.827,15,608.828,-72.091,0.003,0.009,871.44,4.967,4.966
FeGa2S4,0,-0.57,7,323.531,-35.154,0,0.003,439.253,0.866,0.862
Nb2Pd2Te10,2.825,-0.385,14,1674.653,-65.733,0,0.008,2023.648,0,0
Pd2O6Se2,0,-0.646,10,466.776,-51.809,0,0.009,915.388,1.152,1.12
Pt4Tl2Te6,0,-0.423,12,1954.696,-54.715,0,0.003,1859.608,0.816,0.663
Sc4I4O4,0,-2.597,12,751.438,-76.211,0,0.007,1025.92,1.982,1.792
Y2Cl2O2,0,-3.178,6,280.71,-42.271,0,0.004,454.262,4.4,4.395
AgInP2S6,0,-0.327,10,476.994,-44.072,0,0.005,1131.939,1.333,1.317
Mo2Zn2O12Te2,0,-1.621,18,769.848,-121.855,0,0.007,1011.964,3.143,3.118
Ni4Ta2Se2Te2,4.957,-0.507,10,1009.811,-67.063,0,0.008,796.892,0,0
Fe5GeTe2,3.509,-0.067,8,607.055,-56.673,0.001,0.007,260.257,0,0
Zr2I4,0,-0.911,6,690.066,-26.186,0,0.01,495.018,0.437,0.429
Hf2Br2I2,0,-0.922,6,770.597,-26.672,0,0.009,466.055,0.794,0.733
FeO2,1.926,-1.136,3,87.843,-22.698,0,0,115.476,0,0
GeS2,0,-0.298,3,136.75,-13.565,0,0,224.792,1.345,1.344
Hf2Br4,0,-1.16,6,676.596,-28.312,0,0,416.926,0.882,0.852
HgBr2,0,-0.512,3,360.4,-5.59,0,0,336.13,2.145,2.007
Ir4S8,0,-0.381,12,1025.348,-74.297,0,0,729.193,0.721,0.692
MnCl2,0,-1.06,3,125.838,-16.467,0,0,210.194,1.806,1.797
VI2,0,-0.49,3,304.75,-12.952,0,0,267.318,1.21,1.202
VSe2,1.414,-0.692,3,208.883,-17.566,0,0,176.351,0,0
WS2,0,-0.874,3,247.96,-22.262,0,0,159.507,1.816,1.534
YBr2,0,-1.729,3,248.714,-13.047,0,0,241.524,0.348,0.344
Hf2CF2,1.229,-2.26,5,406.988,-38.707,0,0,185.811,0,0
Ta2CSe2,0.868,-0.832,5,531.849,-39.977,0,0,188.893,0,0
Nb2NSe2,2.726,-0.973,5,357.762,-40.835,0,0,190.288,0,0
Bi2S2Te,0.001,-0.267,5,609.681,-22.046,0,0,337.142,1.259,0.021
CuSr2Br2O2,0.844,-1.958,7,430.592,-34.148,0,0,337.264,0,0
GaNi5I2,2.239,-0.133,8,616.999,-43.157,0,0,319.013,0,0
Ag2ReI6,0,-0.065,9,1163.37,-26.794,0,0,854.525,0.303,0.169
Al2Cl6,0,-1.53,8,266.663,-30.429,0,0,557.619,5.491,5.487
Ta2Se6,2.194,-0.634,8,835.722,-45.601,0,0,398.904,0,0
Zr2S6,0,-1.254,8,374.808,-49.304,0,0,395.612,1.185,1.182
Cr3MoS8,0,-0.724,12,508.418,-80.738,0,0,594.232,0.944,0.899
Mo3WS8,0,-0.912,12,728.17,-88.656,0,0,637.438,1.674,1.559
Al2Cl2Se2,0,-1.089,6,282.805,-24.549,0,0,391.617,1.423,1.416
AsClSe,0,-0.382,3,189.343,-11.076,0,0,238.287,1.452,1.373
BiISe,0,-0.443,3,414.856,-10.964,0,0,308.257,1.63,0.607
VBrCl,0,-1.009,3,166.296,-14.92,0,0,237.364,1.296,1.289
Cu2Br2O2,5.429,-0.266,6,318.898,-22.367,0,0,267.476,0,0
Hf2Br2N2,0,-1.695,6,544.802,-45.058,0,0,317.088,2.098,2.064
Ni2Br2Se2,3.199,-0.355,6,435.137,-26.756,0,0,372.79,0,0
Cr2Cl2S2,0,-0.946,6,239.012,-36.222,0,0,350.459,0.46,0.46
In2Cl2Se2,0,-0.757,6,458.478,-20.605,0,0,465.706,1.077,1.067
Tl2Cl2O2,0,-0.723,6,511.658,-23.151,0,0,340.466,1.042,1.03
Sc2Cl2Se2,0,-1.911,6,318.754,-31.323,0,0,432.693,1.45,1.409
Co2Na2P2,4.67,-0.446,6,225.793,-32.475,0,0,258.06,0,0
In2I2S2,0,-0.541,6,547.565,-19.884,0,0,453.792,1.692,1.539
Ni2I2S2,6.63,-0.207,6,435.316,-26.849,0,0,352.166,0,0
ISSb,0,-0.278,3,280.724,-10.798,0,0,281.573,1.565,1.219
Sn2I2Se2,3.147,-0.354,6,649.171,-20.158,0,0,498.595,0,0
WOS,0,-1.349,3,231.899,-24.736,0,0,142.552,1.552,1.503
Cr2W2Se8,0,-0.525,12,1103.44,-75.952,0,0,680.534,0.866,0.759
MnZrBr6,0,-1.209,8,625.586,-36.295,0,0,719.49,1.679,1.643
Hf2Br2S3,0,-1.368,7,612.968,-39.994,0,0.009,485.415,1.421,1.378
Pb2Br2S,0,-0.8,5,606.268,-18.763,0,0.009,358.2,1.714,1.111
Mn2Cl2Se,0,-0.729,5,259.747,-30.13,0,0.009,260.616,0.104,0.098
In2PdTe4,2.12,-0.321,7,846.456,-24.415,0,0.006,629.269,0,0
Hf2I5Se,0,-0.925,8,1070.473,-33.287,0,0.008,817.673,0.299,0.286
